Commission,Category,Geography,Date,Evaluation,Resignations,CumeResignations,Population
No,Human Resou,North America,03/31/12,D,21,57,108
No,Human Resou,North America,04/30/12,D,26,83,101
No,Human Resou,North America,05/31/12,D,26,109,108
No,Human Resou,North America,06/30/12,D,31,140,108
No,Human Resou,North America,07/31/12,D,27,167,85
No,Human Resou,North America,08/31/12,D,21,188,81
No,Human Resou,North America,09/30/12,D,19,207,76
No,Human Resou,North America,10/31/12,D,14,221,60
No,Human Resou,North America,11/30/12,D,13,234,64
No,Human Resou,North America,12/31/12,D,10,244,62
No,Human Resou,North America,01/31/13,D,6,6,51
No,Human Resou,North America,02/28/13,D,7,13,62
No,Human Resou,North America,03/31/13,D,7,20,55
No,Human Resou,North America,04/30/13,D,12,32,69
No,Human Resou,North America,05/31/13,D,10,42,62
No,Human Resou,North America,06/30/13,D,12,54,64
No,Human Resou,North America,07/31/13,D,15,69,71
No,Human Resou,North America,08/31/13,D,12,81,74
No,Human Resou,North America,09/30/13,D,12,93,74
No,Human Resou,North America,10/31/13,D,10,103,69
No,Human Resou,North America,11/30/13,D,4,107,25
No,Human Resou,North America,12/31/13,D,3,110,28
No,Human Resou,South America,01/31/10,D,1,1,7
No,Human Resou,South America,02/28/10,D,1,2,5
No,Human Resou,South America,03/31/10,D,1,3,2
No,Human Resou,South America,04/30/10,D,3,6,14
No,Human Resou,South America,05/31/10,D,3,9,14
No,Human Resou,South America,06/30/10,D,3,12,14
No,Human Resou,South America,07/31/10,D,13,25,51
No,Human Resou,South America,08/31/10,D,10,35,51
No,Human Resou,South America,09/30/10,D,10,45,48
No,Human Resou,South America,10/31/10,D,9,54,51
No,Human Resou,South America,11/30/10,D,8,62,51
No,Human Resou,South America,12/31/10,D,6,68,51
No,Human Resou,South America,01/31/11,D,6,6,48
No,Human Resou,South America,02/28/11,D,6,12,48
No,Human Resou,South America,03/31/11,D,7,19,48
No,Human Resou,South America,04/30/11,D,1,20,2
No,Human Resou,South America,05/31/11,D,1,21,2
No,Human Resou,South America,06/30/11,D,1,22,2
No,Human Resou,South America,07/31/11,D,1,23,2
No,Human Resou,South America,08/31/11,D,1,24,2
No,Human Resou,South America,09/30/11,D,1,25,2
No,Human Resou,South America,10/31/11,D,1,26,2
No,Human Resou,South America,11/30/11,D,1,27,2
No,Human Resou,South America,12/31/11,D,1,28,2
No,Human Resou,South America,01/31/12,D,1,1,2
No,Human Resou,South America,02/28/12,D,1,2,2
No,Human Resou,South America,03/31/12,D,1,3,5
No,Human Resou,South America,04/30/12,D,2,5,5
No,Human Resou,South America,05/31/12,D,2,7,5
No,Human Resou,South America,06/30/12,D,2,9,5
No,Human Resou,South America,07/31/12,D,1,10,2
No,Human Resou,South America,08/31/12,D,2,12,5
No,Human Resou,South America,09/30/12,D,2,14,5
No,Human Resou,South America,10/31/12,D,2,16,5
No,Human Resou,South America,11/30/12,D,1,17,5
No,Human Resou,South America,12/31/12,D,1,18,5
No,Human Resou,South America,01/31/13,D,1,1,9
No,Human Resou,South America,02/28/13,D,2,3,9
No,Human Resou,South America,03/31/13,D,2,5,9
No,Human Resou,South America,04/30/13,D,2,7,7
No,Human Resou,South America,05/31/13,D,2,9,7
No,Human Resou,South America,06/30/13,D,2,11,7
No,Human Resou,South America,07/31/13,D,2,13,7
No,Human Resou,South America,08/31/13,D,2,15,7
No,Human Resou,South America,09/30/13,D,2,17,7
No,Human Resou,South America,10/31/13,D,1,18,7
No,Human Resou,South America,11/30/13,D,1,19,7
No,Human Resou,South America,12/31/13,D,1,20,7
No,Human Resou,Asia,01/31/10,D,15,15,124
No,Human Resou,Asia,02/28/10,D,37,52,283
No,Human Resou,Asia,03/31/10,D,46,98,322
No,Human Resou,Asia,04/30/10,D,63,161,329
No,Human Resou,Asia,05/31/10,D,59,220,331
No,Human Resou,Asia,06/30/10,D,73,293,340
No,Human Resou,Asia,07/31/10,D,78,371,324
No,Human Resou,Asia,08/31/10,D,76,447,398
No,Human Resou,Asia,09/30/10,D,76,523,396
No,Human Resou,Asia,10/31/10,D,63,586,380
No,Human Resou,Asia,11/30/10,D,56,642,359
No,Human Resou,Asia,12/31/10,D,40,682,334
No,Human Resou,Asia,01/31/11,D,19,19,161
No,Human Resou,Asia,02/28/11,D,16,35,129
No,Human Resou,Asia,03/31/11,D,18,53,129
No,Human Resou,Asia,04/30/11,D,25,78,136
No,Human Resou,Asia,05/31/11,D,23,101,133
No,Human Resou,Asia,06/30/11,D,28,129,133
No,Human Resou,Asia,07/31/11,D,32,161,140
No,Human Resou,Asia,08/31/11,D,28,189,150
No,Human Resou,Asia,09/30/11,D,28,217,150
No,Human Resou,Asia,10/31/11,D,24,241,147
No,Human Resou,Asia,11/30/11,D,22,263,147
No,Human Resou,Asia,12/31/11,D,17,280,147
No,Human Resou,Asia,01/31/12,D,23,23,147
No,Human Resou,Asia,02/28/12,D,27,50,154
No,Human Resou,Asia,03/31/12,D,26,76,136
No,Human Resou,Asia,04/30/12,D,7,83,28
No,Human Resou,Asia,05/31/12,D,7,90,28
No,Human Resou,Asia,06/30/12,D,8,98,28
No,Human Resou,Asia,07/31/12,D,22,120,69
No,Human Resou,Asia,08/31/12,D,15,135,60
No,Human Resou,Asia,09/30/12,D,14,149,55
No,Human Resou,Asia,10/31/12,D,13,162,55
No,Human Resou,Asia,11/30/12,D,12,174,55
No,Human Resou,Asia,12/31/12,D,9,183,55
No,Human Resou,Asia,01/31/13,D,4,4,32
No,Human Resou,Asia,02/28/13,D,4,8,28
No,Human Resou,Asia,03/31/13,D,4,12,25
No,Human Resou,Asia,04/30/13,D,5,17,28
No,Human Resou,Asia,05/31/13,D,4,21,25
No,Human Resou,Asia,06/30/13,D,5,26,28
No,Human Resou,Asia,07/31/13,D,6,32,25
No,Human Resou,Asia,08/31/13,D,5,37,25
No,Human Resou,Asia,09/30/13,D,5,42,28
No,Human Resou,Asia,10/31/13,D,4,46,28
No,Human Resou,Asia,11/30/13,D,4,50,25
No,Human Resou,Asia,12/31/13,D,3,53,25
No,Human Resou,Europe,01/31/10,D,2,2,12
No,Human Resou,Europe,02/28/10,D,2,4,12
No,Human Resou,Europe,03/31/10,D,2,6,12
No,Human Resou,Europe,04/30/10,D,5,11,25
No,Human Resou,Europe,05/31/10,D,6,17,32
No,Human Resou,Europe,06/30/10,D,7,24,32
No,Human Resou,Europe,07/31/10,D,8,32,32
No,Human Resou,Europe,08/31/10,D,6,38,30
No,Human Resou,Europe,09/30/10,D,6,44,28
No,Human Resou,Europe,10/31/10,D,5,49,30
No,Human Resou,Europe,11/30/10,D,5,54,30
No,Human Resou,Europe,12/31/10,D,4,58,30
No,Human Resou,Europe,01/31/11,D,4,4,35
No,Human Resou,Europe,02/28/11,D,3,7,23
No,Human Resou,Europe,03/31/11,D,4,11,23
No,Human Resou,Europe,04/30/11,D,4,15,21
No,Human Resou,Europe,05/31/11,D,4,19,21
No,Human Resou,Europe,06/30/11,D,5,24,21
No,Human Resou,Europe,07/31/11,D,5,29,21
No,Human Resou,Europe,08/31/11,D,5,34,23
No,Human Resou,Europe,09/30/11,D,4,38,21
No,Human Resou,Europe,10/31/11,D,4,42,21
No,Human Resou,Europe,11/30/11,D,4,46,21
No,Human Resou,Europe,12/31/11,D,3,49,18
No,Human Resou,Europe,01/31/12,D,4,4,21
No,Human Resou,Europe,02/28/12,D,3,7,16
No,Human Resou,Europe,03/31/12,D,4,11,21
No,Human Resou,Europe,04/30/12,D,6,17,21
No,Human Resou,Europe,05/31/12,D,5,22,21
No,Human Resou,Europe,06/30/12,D,6,28,21
No,Human Resou,Europe,07/31/12,D,4,32,12
No,Human Resou,Europe,08/31/12,D,2,34,7
No,Human Resou,Europe,09/30/12,D,2,36,7
No,Human Resou,Europe,10/31/12,D,2,38,7
No,Human Resou,Europe,11/30/12,D,2,40,9
No,Human Resou,Europe,12/31/12,D,2,42,9
No,Manufacturi,Africa,01/31/13,D,7,7,69
No,Manufacturi,Africa,02/28/13,D,7,14,60
No,Manufacturi,Africa,03/31/13,D,6,20,48
No,Manufacturi,Africa,04/30/13,D,8,28,46
No,Manufacturi,Africa,05/31/13,D,8,36,51
No,Manufacturi,Africa,06/30/13,D,9,45,46
No,Manufacturi,Africa,07/31/13,D,9,54,41
No,Manufacturi,Africa,08/31/13,D,7,61,39
No,Manufacturi,Africa,09/30/13,D,7,68,39
No,Manufacturi,Africa,10/31/13,D,6,74,39
No,Manufacturi,Africa,11/30/13,D,6,80,39
No,Manufacturi,Africa,12/31/13,D,4,84,39
No,Manufacturi,North America,01/31/10,D,11,11,85
No,Manufacturi,North America,02/28/10,D,13,24,97
No,Manufacturi,North America,03/31/10,D,14,38,97
No,Manufacturi,North America,04/30/10,D,18,56,92
No,Manufacturi,North America,05/31/10,D,16,72,87
No,Manufacturi,North America,06/30/10,D,19,91,85
No,Manufacturi,North America,07/31/10,D,21,112,85
No,Manufacturi,North America,08/31/10,D,17,129,87
No,Manufacturi,North America,09/30/10,D,18,147,94
No,Manufacturi,North America,10/31/10,D,17,164,101
No,Manufacturi,North America,11/30/10,D,15,179,94
No,Manufacturi,North America,12/31/10,D,14,193,110
No,Manufacturi,North America,01/31/11,D,7,7,60
No,Manufacturi,North America,02/28/11,D,7,14,55
No,Manufacturi,North America,03/31/11,D,8,22,58
No,Manufacturi,North America,04/30/11,D,10,32,53
No,Manufacturi,North America,05/31/11,D,10,42,55
No,Manufacturi,North America,06/30/11,D,14,56,67
No,Manufacturi,North America,07/31/11,D,15,71,62
No,Manufacturi,North America,08/31/11,D,13,84,69
No,Manufacturi,North America,09/30/11,D,13,97,67
No,Manufacturi,North America,10/31/11,D,11,108,67
No,Manufacturi,North America,11/30/11,D,10,118,67
No,Manufacturi,North America,12/31/11,D,8,126,64
No,Manufacturi,North America,01/31/12,D,11,11,71
No,Manufacturi,North America,02/28/12,D,11,22,64
No,Manufacturi,North America,03/31/12,D,14,36,74
No,Manufacturi,North America,04/30/12,D,12,48,46
No,Manufacturi,North America,05/31/12,D,11,59,44
No,Manufacturi,North America,06/30/12,D,11,70,39
No,Manufacturi,North America,07/31/12,D,9,79,28
No,Manufacturi,North America,08/31/12,D,7,86,25
No,Manufacturi,North America,09/30/12,D,7,93,25
No,Manufacturi,North America,10/31/12,D,6,99,25
No,Manufacturi,North America,11/30/12,D,6,105,25
No,Manufacturi,North America,12/31/12,D,4,109,21
No,Manufacturi,North America,01/31/13,D,2,2,12
No,Manufacturi,North America,02/28/13,D,2,4,12
No,Manufacturi,North America,03/31/13,D,2,6,9
No,Manufacturi,North America,04/30/13,D,2,8,9
No,Manufacturi,North America,05/31/13,D,2,10,7
No,Manufacturi,North America,06/30/13,D,1,11,5
No,Manufacturi,North America,07/31/13,D,1,12,2
No,Manufacturi,North America,08/31/13,D,2,14,7
No,Manufacturi,North America,09/30/13,D,1,15,2
No,Manufacturi,North America,10/31/13,D,1,16,2
No,Manufacturi,North America,11/30/13,D,1,17,5
No,Manufacturi,North America,12/31/13,D,1,18,5
No,Manufacturi,South America,01/31/10,D,40,40,331
No,Manufacturi,South America,02/28/10,D,48,88,366
No,Manufacturi,South America,03/31/10,D,52,140,366
No,Manufacturi,South America,04/30/10,D,70,210,366
No,Manufacturi,South America,05/31/10,D,66,276,366
No,Manufacturi,South America,06/30/10,D,78,354,361
No,Manufacturi,South America,07/31/10,D,78,432,324
No,Manufacturi,South America,08/31/10,D,62,494,324
No,Manufacturi,South America,09/30/10,D,62,556,322
No,Manufacturi,South America,10/31/10,D,54,610,324
No,Manufacturi,South America,11/30/10,D,50,660,324
No,Manufacturi,South America,12/31/10,D,38,698,322
No,Manufacturi,South America,01/31/11,D,38,38,331
No,Manufacturi,South America,02/28/11,D,39,77,313
No,Manufacturi,South America,03/31/11,D,43,120,311
No,Manufacturi,South America,04/30/11,D,57,177,311
No,Manufacturi,South America,05/31/11,D,52,229,301
No,Manufacturi,South America,06/30/11,D,62,291,301
No,Manufacturi,South America,07/31/11,D,72,363,315
No,Manufacturi,South America,08/31/11,D,57,420,313
No,Manufacturi,South America,09/30/11,D,56,476,308
No,Manufacturi,South America,10/31/11,D,48,524,301
No,Manufacturi,South America,11/30/11,D,45,569,301
No,Manufacturi,South America,12/31/11,D,34,603,297
No,Manufacturi,South America,01/31/12,D,47,47,304
No,Manufacturi,South America,02/28/12,D,51,98,299
No,Manufacturi,South America,03/31/12,D,55,153,292
No,Manufacturi,South America,04/30/12,D,1,154,2
No,Manufacturi,South America,05/31/12,D,1,155,2
No,Manufacturi,South America,06/30/12,D,1,156,2
No,Manufacturi,South America,07/31/12,D,1,157,2
No,Manufacturi,South America,08/31/12,D,1,158,2
No,Manufacturi,South America,09/30/12,D,1,159,2
No,Manufacturi,South America,10/31/12,D,1,160,2
No,Manufacturi,South America,11/30/12,D,1,161,2
No,Manufacturi,South America,12/31/12,D,1,162,2
No,Manufacturi,South America,01/31/13,D,1,1,5
No,Manufacturi,South America,02/28/13,D,1,2,5
No,Manufacturi,South America,03/31/13,D,1,3,2
No,Manufacturi,South America,04/30/13,D,1,4,2
No,Manufacturi,South America,05/31/13,D,1,5,2
No,Manufacturi,South America,06/30/13,D,1,6,2
No,Manufacturi,South America,07/31/13,D,1,7,2
No,Manufacturi,South America,08/31/13,D,1,8,2
No,Manufacturi,South America,09/30/13,D,1,9,2
No,Manufacturi,South America,10/31/13,D,1,10,2
No,Manufacturi,South America,11/30/13,D,1,11,2
No,Manufacturi,South America,12/31/13,D,1,12,2
No,Manufacturi,Asia,01/31/10,D,5,5,41
No,Manufacturi,Asia,02/28/10,D,6,11,46
No,Manufacturi,Asia,03/31/10,D,7,18,48
No,Manufacturi,Asia,04/30/10,D,10,28,51
No,Manufacturi,Asia,05/31/10,D,10,38,51
No,Manufacturi,Asia,06/30/10,D,12,50,53
No,Manufacturi,Asia,07/31/10,D,13,63,53
No,Manufacturi,Asia,08/31/10,D,5,68,23
No,Manufacturi,Asia,09/30/10,D,5,73,25
No,Manufacturi,Asia,10/31/10,D,5,78,25
No,Manufacturi,Asia,11/30/10,D,5,83,28
No,Manufacturi,Asia,12/31/10,D,3,86,25
No,Manufacturi,Asia,01/31/11,D,8,8,67
No,Manufacturi,Asia,02/28/11,D,8,16,58
No,Manufacturi,Asia,03/31/11,D,8,24,55
No,Manufacturi,Asia,04/30/11,D,18,42,97
No,Manufacturi,Asia,05/31/11,D,9,51,48
No,Manufacturi,Asia,06/30/11,D,10,61,48
No,Manufacturi,Asia,07/31/11,D,12,73,53
No,Manufacturi,Asia,08/31/11,D,12,85,64
No,Manufacturi,Asia,09/30/11,D,12,97,62
No,Manufacturi,Asia,10/31/11,D,10,107,58
No,Manufacturi,Asia,11/30/11,D,9,116,58
No,Manufacturi,Asia,12/31/11,D,7,123,58
No,Manufacturi,Asia,01/31/12,D,12,12,76
No,Manufacturi,Asia,02/28/12,D,14,26,78
No,Manufacturi,Asia,03/31/12,D,1,27,2
No,Manufacturi,Asia,04/30/12,D,1,28,2
No,Manufacturi,Asia,05/31/12,D,1,29,2
No,Manufacturi,Asia,06/30/12,D,1,30,2
No,Manufacturi,Asia,07/31/12,D,1,31,2
No,Manufacturi,Asia,08/31/12,D,1,32,2
No,Manufacturi,Asia,09/30/12,D,2,34,5
No,Manufacturi,Asia,10/31/12,D,1,35,2
No,Manufacturi,Asia,11/30/12,D,1,36,2
No,Manufacturi,Asia,12/31/12,D,1,37,2
No,Manufacturi,Asia,01/31/13,D,1,1,5
No,Manufacturi,Asia,02/28/13,D,1,2,5
No,Manufacturi,Asia,03/31/13,D,1,3,2
No,Manufacturi,Asia,04/30/13,D,1,4,2
No,Manufacturi,Asia,05/31/13,D,1,5,2
No,Manufacturi,Asia,06/30/13,D,1,6,2
No,Manufacturi,Asia,07/31/13,D,1,7,2
No,Manufacturi,Asia,08/31/13,D,1,8,2
No,Manufacturi,Asia,09/30/13,D,1,9,2
No,Manufacturi,Asia,10/31/13,D,1,10,2
No,Manufacturi,Asia,11/30/13,D,1,11,2
No,Manufacturi,Asia,12/31/13,D,1,12,2
No,Manufacturi,Europe,01/31/10,D,8,8,60
No,Manufacturi,Europe,02/28/10,D,9,17,69
No,Manufacturi,Europe,03/31/10,D,10,27,69
No,Manufacturi,Europe,04/30/10,D,14,41,71
No,Manufacturi,Europe,05/31/10,D,15,56,81
No,Manufacturi,Europe,06/30/10,D,19,75,87
No,Manufacturi,Europe,07/31/10,D,22,97,92
No,Manufacturi,Europe,08/31/10,D,18,115,94
No,Manufacturi,Europe,09/30/10,D,22,137,115
No,Manufacturi,Europe,10/31/10,D,20,157,115
No,Manufacturi,Europe,11/30/10,D,18,175,113
No,Manufacturi,Europe,12/31/10,D,14,189,113
No,Manufacturi,Europe,01/31/11,D,11,11,90
No,Manufacturi,Europe,02/28/11,D,12,23,92
No,Manufacturi,Europe,03/31/11,D,13,36,94
No,Manufacturi,Europe,04/30/11,D,17,53,92
No,Manufacturi,Europe,05/31/11,D,15,68,85
No,Manufacturi,Europe,06/30/11,D,20,88,97
No,Manufacturi,Europe,07/31/11,D,20,108,87
No,Manufacturi,Europe,08/31/11,D,16,124,87
No,Manufacturi,Europe,09/30/11,D,17,141,90
No,Manufacturi,Europe,10/31/11,D,15,156,92
No,Manufacturi,Europe,11/30/11,D,13,169,87
No,Manufacturi,Europe,12/31/11,D,10,179,83
No,Manufacturi,Europe,01/31/12,D,11,11,67
No,Manufacturi,Europe,02/28/12,D,10,21,58
No,Manufacturi,Europe,03/31/12,D,13,34,67
No,Manufacturi,Europe,04/30/12,D,13,47,51
No,Manufacturi,Europe,05/31/12,D,12,59,48
No,Manufacturi,Europe,06/30/12,D,14,73,48
No,Manufacturi,Europe,07/31/12,D,12,85,37
No,Manufacturi,Europe,08/31/12,D,10,95,37
No,Manufacturi,Europe,09/30/12,D,11,106,41
No,Manufacturi,Europe,10/31/12,D,9,115,39
No,Manufacturi,Europe,11/30/12,D,9,124,41
No,Manufacturi,Europe,12/31/12,D,7,131,39
No,Marketing,Africa,01/31/13,D,2,2,12
No,Marketing,Africa,02/28/13,D,2,4,9
No,Marketing,Africa,03/31/13,D,2,6,9
No,Marketing,Africa,04/30/13,D,2,8,7
No,Marketing,Africa,05/31/13,D,1,9,5
No,Marketing,Africa,06/30/13,D,1,10,5
No,Marketing,Africa,07/31/13,D,2,12,7
No,Marketing,Africa,08/31/13,D,1,13,5
No,Marketing,Africa,09/30/13,D,1,14,2
No,Marketing,Africa,10/31/13,D,1,15,2
No,Marketing,Africa,11/30/13,D,1,16,2
No,Marketing,Africa,12/31/13,D,1,17,2
No,Marketing,North America,01/31/10,D,17,17,140
No,Marketing,North America,02/28/10,D,18,35,133
No,Marketing,North America,03/31/10,D,17,52,120
No,Marketing,North America,04/30/10,D,21,73,110
No,Marketing,North America,05/31/10,D,23,96,127
No,Marketing,North America,06/30/10,D,27,123,122
No,Marketing,North America,07/31/10,D,27,150,110
No,Marketing,North America,08/31/10,D,20,170,104
No,Marketing,North America,09/30/10,D,21,191,106
No,Marketing,North America,10/31/10,D,18,209,108
No,Marketing,North America,11/30/10,D,16,225,101
No,Marketing,North America,12/31/10,D,12,237,101
No,Marketing,North America,01/31/11,D,6,6,46
No,Marketing,North America,02/28/11,D,5,11,39
No,Marketing,North America,03/31/11,D,7,18,48
No,Marketing,North America,04/30/11,D,10,28,53
No,Marketing,North America,05/31/11,D,7,35,39
No,Marketing,North America,06/30/11,D,6,41,28
No,Marketing,North America,07/31/11,D,6,47,23
No,Marketing,North America,08/31/11,D,5,52,23
No,Marketing,North America,09/30/11,D,5,57,23
No,Marketing,North America,10/31/11,D,5,62,25
No,Marketing,North America,11/30/11,D,4,66,25
No,Marketing,North America,12/31/11,D,5,71,37
No,Marketing,North America,01/31/12,D,7,7,39
No,Marketing,North America,02/28/12,D,8,15,41
No,Marketing,North America,03/31/12,D,8,23,41
No,Marketing,North America,04/30/12,D,11,34,41
No,Marketing,North America,05/31/12,D,10,44,41
No,Marketing,North America,06/30/12,D,11,55,37
No,Marketing,North America,07/31/12,D,12,67,37
No,Marketing,North America,08/31/12,D,10,77,39
No,Marketing,North America,09/30/12,D,9,86,35
No,Marketing,North America,10/31/12,D,7,93,28
No,Marketing,North America,11/30/12,D,6,99,28
No,Marketing,North America,12/31/12,D,4,103,25
No,Marketing,North America,01/31/13,D,2,2,18
No,Marketing,North America,02/28/13,D,3,5,18
No,Marketing,North America,03/31/13,D,2,7,16
No,Marketing,North America,04/30/13,D,2,9,9
No,Marketing,North America,05/31/13,D,2,11,9
No,Marketing,North America,06/30/13,D,2,13,7
No,Marketing,North America,07/31/13,D,1,14,5
No,Marketing,North America,08/31/13,D,1,15,5
No,Marketing,North America,09/30/13,D,1,16,5
No,Marketing,North America,10/31/13,D,1,17,5
No,Marketing,North America,11/30/13,D,1,18,5
No,Marketing,North America,12/31/13,D,1,19,5
No,Marketing,South America,01/31/10,D,15,15,124
No,Marketing,South America,02/28/10,D,15,30,115
No,Marketing,South America,03/31/10,D,17,47,113
No,Marketing,South America,04/30/10,D,22,69,113
No,Marketing,South America,05/31/10,D,20,89,108
No,Marketing,South America,06/30/10,D,24,113,108
No,Marketing,South America,07/31/10,D,24,137,99
No,Marketing,South America,08/31/10,D,19,156,99
No,Marketing,South America,09/30/10,D,19,175,99
No,Marketing,South America,10/31/10,D,17,192,99
No,Marketing,South America,11/30/10,D,15,207,97
No,Marketing,South America,12/31/10,D,12,219,97
